TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Partcipant,Test,Gender,English,Dominance
16:23.0,0.021662122,1.49477,0,0.17684971,-0.075848304,1.2200973,0,0.3939957,0.605625,0.46499658,0,0.7995069,1.0389955,0.028877808,0,0.9775751,0.6164273,0.00867746,0,0.8833173,840.10986,1486.4103,1004.5055,837.6923,843.73627,0.713562012,0.044555664,0.726989746,1.921539307,-4.187011719,-0.104675293,1,1,4,4,1,50,,150,RHC,M,Yes,Left
16:23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,151,RHC,M,Yes,Left
16:24.0,0.05124328,1.49477,0,0.5633587,-0.03926128,1.2200973,0,0.62686235,0.44119132,0.46499658,0,0.81395614,0.9914755,0.028877808,0,0.8690994,0.6288115,0.00867746,0,0.8071699,857.8388,1124.1758,633.8095,844.5421,680.9524,0.716552734,0.058837891,0.717224121,2.370147705,-6.916046143,-0.284118652,1,1,4,4,1,50,,152,RHC,M,Yes,Left
16:25.0,0.48357123,1.49477,0,0.3117766,0.3526801,1.2200973,0,-0.12767294,0.18386853,0.46499658,0,0.5361188,1.0104095,0.028877808,0,0.8016103,0.92976415,0.00867746,0,1.1166899,853.00366,1388.0952,1000.87915,832.4542,718.022,0.716552734,0.084594727,0.720031738,3.544006348,-5.069274902,-0.418701172,1,1,4,4,1,50,,153,RHC,M,Yes,Left
16:26.0,0.31043917,1.49477,0,0.24697767,0.41067347,1.2200973,0,0.30263326,1.0286971,0.46499658,0,0.6687187,1.0022568,0.028877808,0,0.8680675,0.8359465,0.00867746,0,1.022687,854.21246,1384.8718,917.0696,852.1978,770.80585,0.715576172,0.078979492,0.725402832,3.910369873,-4.351501465,-0.186920166,1,1,4,4,1,50,,154,RHC,M,Yes,Left
16:27.0,0.03525272,1.49477,0,0.016407633,0.3550299,1.2200973,0,0.244049,0.97867537,0.46499658,0,0.58817387,0.9673975,0.028877808,0,1.038388,0.81545407,0.00867746,0,0.95800716,851.39197,1219.2675,802.23444,859.45056,842.9304,0.71661377,0.067199707,0.713989258,4.680480957,-4.351501465,1.188812256,1,1,4,4,1,50,,155,RHC,M,Yes,Left
16:28.0,0.1315145,1.49477,0,0.3455016,0.11397247,1.2200973,0,0.090937905,0.6690924,0.46499658,0,0.49656847,0.9917866,0.028877808,0,1.0497549,0.88940626,0.00867746,0,1.0321779,847.3626,1473.9194,1118.5348,835.6777,834.87177,0.719482422,0.069519043,0.710449219,3.155212402,-4.987030029,-0.269165039,1,1,4,4,1,50,,156,RHC,M,Yes,Left
16:29.0,0.42386755,1.49477,0,0.5535218,0.17842343,1.2200973,0,0.1878346,0.8148283,0.46499658,0,0.7809881,0.8550368,0.028877808,0,0.9732237,0.76730025,0.00867746,0,1.0475625,843.73627,1201.1355,774.0293,853.8095,767.5824,0.721130371,0.063232422,0.715881348,2.856140137,-5.076751709,-0.014953613,1,1,4,4,1,50,,157,RHC,M,Yes,Left
16:30.0,0.21602918,1.49477,0,0.16409743,0.19317958,1.2200973,0,-0.027128307,0.78170675,0.46499658,0,0.7864635,0.9050172,0.028877808,0,0.844331,0.7005949,0.00867746,0,1.0196229,855.42126,1239.011,701.9048,852.6007,879.59705,0.72052002,0.080322266,0.712158203,3.78326416,-2.452392578,-0.553283691,1,1,4,4,1,50,,158,RHC,M,Yes,Left
16:30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,159,RHC,M,Yes,Left
