TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Partcipant,Test,Gender,English,Dominance
55:24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:25.0,0.19808735,0,0,0.47381637,-0.114381604,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.6694077,0,0,1.0843084,0.7885683,0,0,0.8689576,482.71063,1000.4762,801.02563,429.92673,842.1245,0.566894531,0.144226074,0.838012695,3.790740967,-5.166473389,-0.186920166,1,1,4,2,1,70,,124,LHC,Female,Yes,Right
55:25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:26.0,0.18246582,0,0,0.47381637,-0.11776589,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.64561146,0,0,1.0843084,0.7959686,0,0,0.8689576,1204.359,1012.1612,942.4542,599.9634,674.5055,0.558349609,0.142700195,0.857971191,4.964599609,-5.585174561,3.603820801,1,1,4,2,1,70,,124,LHC,Female,Yes,Right
55:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:27.0,0.18246582,0,0,0.47381637,-0.11776589,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.64561146,0,0,1.0843084,0.7959686,0,0,0.8689576,880.80585,657.1795,782.8938,746.2271,842.1245,0.589233398,0.136657715,0.827758789,2.437438965,-7.080535889,-1.330871582,1,2,4,2,2,70,,124,LHC,Female,Yes,Right
55:28.0,0.18246582,0,0,0.47381637,-0.11776589,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.64561146,0,0,1.0843084,0.7959686,0,0,0.8689576,817.9487,828.8278,871.13556,809.4872,696.6667,0.57635498,0.148986816,0.82824707,2.220611572,-4.059906006,-0.351409912,1,2,4,2,2,70,,124,LHC,Female,Yes,Right
55:29.0,0.18246582,0,0,0.47381637,-0.11776589,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.64561146,0,0,1.0843084,0.7959686,0,0,0.8689576,794.57874,479.08426,633.4066,834.87177,760.7326,0.5703125,0.146118164,0.830749512,2.930908203,-5.562744141,-0.321502686,1,2,4,2,2,70,,124,LHC,Female,Yes,Right
55:30.0,0.18246582,0,0,0.47381637,-0.11776589,0,0,-0.10070092,0.044002537,0,0,0.64411336,0.64561146,0,0,1.0843084,0.7959686,0,0,0.8689576,847.3626,670.4762,666.4469,803.0403,752.27106,0.568359375,0.141662598,0.832824707,2.512207031,-3.865509033,-0.08972168,1,2,4,1,2,70,,124,LHC,Female,Yes,Right
55:31.0,0.18246582,0,0,0.56689686,-0.11776589,0,0,0.41841632,0.044002537,0,0,0.72163665,0.64561146,0,0,1.0267204,0.7959686,0,0,0.8801537,819.9634,657.98535,696.26373,838.0952,813.1135,0.522888184,0.074951172,0.874023438,-3.768310547,-3.259887695,-1.308441162,1,1,4,2,1,70,,124,LHC,Female,Yes,Right
55:31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:32.0,0.18246582,0,0,0.7485536,-0.11776589,0,0,0.38059533,0.044002537,0,0,0.6477258,0.64561146,0,0,0.99326515,0.7959686,0,0,0.9802368,624.5421,958.1685,914.65204,583.44324,665.2381,0.124511719,0.196105957,1.000671387,3.394470215,1.368255615,-4.732818604,1,1,4,2,1,70,,124,LHC,Female,Yes,Right
55:32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,,,,
